"","year","id","c_name","name","life_period","center_lowest_pa","center_stronger_wind","strom_7_R","strom_10_R","warming_times","start_time","end_time"
"2202",1974,197418,"³·²ú","SHIRLEY",8,"---",38,0,0,0,1974-09-03 00:00:00,1974-09-11 00:00:00
"2204",1974,197417,"Ã¹µ·","ROSE",5,"---",25,0,0,0,1974-08-27 00:00:00,1974-09-01 00:00:00
"2206",1974,197416,"¬Á²ú","POLLY",15,"---",48,0,0,0,1974-08-24 00:00:00,1974-09-08 12:00:00
"2208",1974,197415,"®R©w","NADINE",3,"---",25,0,0,0,1974-08-15 00:00:00,1974-08-18 06:00:00
"2210",1974,197414,"º¿ÄR","MARY",16,"---",36,0,0,0,1974-08-10 00:00:00,1974-08-26 06:00:00
"2212",1974,197413,"ÅS¦è","LUCY",4,"---",18,0,0,5,1974-08-08 00:00:00,1974-08-12 00:00:00
"2214",1974,197412,"¶}±ö","KIM",6,"---",33,0,0,0,1974-07-22 00:00:00,1974-07-28 06:00:00
"2216",1974,197411,"µ^®¦","JEAN",5,"---",23,0,0,6,1974-07-16 00:00:00,1974-07-21 00:00:00
"2218",1974,197410,"¦ã«Â","IVY",8,"---",48,0,0,0,1974-07-16 00:00:00,1974-07-24 00:00:00
"2220",1974,197409,"«¢²ú","HARRIET",6,"---",23,0,0,0,1974-07-14 00:00:00,1974-07-20 12:00:00
"2222",1974,197408,"¦N¹F","GILDA",9,"---",46,0,0,0,1974-06-29 00:00:00,1974-07-08 06:00:00
"2224",1974,197407,"ªÜ·ç¹F","FREDA",3,"---",23,0,0,0,1974-06-20 00:00:00,1974-06-23 12:00:00
"2226",1974,197406,"Åaº¿","EMMA",7,"---",30,0,0,5,1974-06-12 00:00:00,1974-06-19 00:00:00
"2228",1974,197405,"ÂL¯Ç","DINAH",7,"---",36,0,0,0,1974-06-07 00:00:00,1974-06-14 18:00:00
"2230",1974,197404,"¥d©Ô","CARLA",7,"---",41,0,0,0,1974-05-01 00:00:00,1974-05-08 12:00:00
"2232",1974,197403,"Ä_¨Ø","BABE",8,"---",30,0,0,0,1974-04-25 00:00:00,1974-05-03 12:00:00
"2234",1974,197402,"¦ã¬ü","AMY",8,"---",28,0,0,0,1974-03-13 00:00:00,1974-03-21 00:00:00
"2236",1974,197401,"¸U¹F","WANDA",5,"---",28,0,0,0,1974-01-09 00:00:00,1974-01-14 12:00:00
"2240",1973,197321,"Á¨©Ô","VERA",8,"---",25,0,0,0,1973-11-19 00:00:00,1973-11-27 12:00:00
"2242",1973,197320,"ÁÉº¿","THELMA",4,"---",28,0,0,0,1973-11-14 00:00:00,1973-11-18 12:00:00
"2244",1973,197319,"²ï©Ô","SARAH",3,"---",28,0,0,0,1973-11-09 00:00:00,1973-11-12 06:00:00
"2246",1973,197318,"¾|µ·","RUTH",9,"---",46,0,0,0,1973-10-11 00:00:00,1973-10-20 12:00:00
"2248",1973,197317,"¥Õ¦è","PATSY",9,"---",72,0,0,4,1973-10-06 00:00:00,1973-10-15 00:00:00
"2250",1973,197316,"¼Ú¬Ä","OPAL",5,"---",38,0,0,0,1973-10-04 00:00:00,1973-10-09 06:00:00
"2252",1973,197315,"®R©Ô","NORA",9,"---",82,0,0,12,1973-10-01 00:00:00,1973-10-10 12:00:00
"2254",1973,197314,"º¿ªÛ","MARGE",5,"---",41,0,0,0,1973-09-11 00:00:00,1973-09-16 00:00:00
"2256",1973,197313,"¾|¨Ìµ·","LOUISE",6,"---",38,0,0,0,1973-09-02 00:00:00,1973-09-08 12:00:00
"2258",1973,197312,"³Í¸¦","KATE",4,"---",30,0,0,0,1973-08-23 00:00:00,1973-08-27 00:00:00
"2260",1973,197311,"Ã£¦w","JOAN",5,"---",23,0,0,5,1973-08-17 00:00:00,1973-08-22 18:00:00
"2262",1973,197310,"¦ãÄRµ·","IRIS",11,"---",43,0,0,0,1973-08-09 00:00:00,1973-08-20 18:00:00
"2264",1973,197309,"¶P´¶","HOPE",5,"---",23,0,0,0,1973-08-08 00:00:00,1973-08-13 06:00:00
"2266",1973,197308,"³ìµX¨È","GEORGIA",5,"---",36,0,0,0,1973-08-08 00:00:00,1973-08-13 12:00:00
"2268",1973,197307,"ªÜ¦w","FRAN",3,"---",20,0,0,3,1973-07-27 00:00:00,1973-07-30 00:00:00
"2270",1973,197306,"¦ã­Û","ELLEN",12,"---",54,0,0,0,1973-07-17 00:00:00,1973-07-29 00:00:00
"2272",1973,197305,"ÂL¯S","DOT",7,"---",43,0,0,0,1973-07-13 00:00:00,1973-07-20 18:00:00
"2274",1973,197304,"¸¯µÜ©Ô","CLARA",3,"---",28,0,0,0,1973-07-12 00:00:00,1973-07-15 12:00:00
"2276",1973,197303,"²¦²ú","BILLIE",8,"---",66,0,0,14,1973-07-12 00:00:00,1973-07-20 06:00:00
"2278",1973,197302,"¦ã©g¹F","ANITA",4,"---",36,0,0,0,1973-07-05 18:00:00,1973-07-09 12:00:00
"2280",1973,197301,"ÃQ¹F","WILDA",4,"---",30,0,0,6,1973-06-30 00:00:00,1973-07-04 12:00:00
"2284",1972,197230,"½ÃµÜ¯S","VIOLET",8,"---",28,0,0,0,1972-12-11 18:00:00,1972-12-19 00:00:00
"2286",1972,197229,"®õ·çµ·","THERESE",12,"---",54,0,0,0,1972-11-30 00:00:00,1972-12-12 00:00:00
"2288",1972,197228,"²ï²ú","SALLY",5,"---",41,0,0,0,1972-11-30 00:00:00,1972-12-05 00:00:00
"2290",1972,197227,"¾|ºÑ","RUBY",7,"---",56,0,0,0,1972-11-14 06:00:00,1972-11-21 00:00:00
"2292",1972,197226,"ªi±K©Ô","PAMELA",6,"---",56,0,0,0,1972-11-03 00:00:00,1972-11-09 12:00:00
"2294",1972,197225,"¼Ú¥[","OLGA",11,"---",54,0,0,0,1972-10-20 12:00:00,1972-10-31 06:00:00
"2296",1972,197224,"«n¬I","NANCY",13,"---",54,0,0,0,1972-10-16 00:00:00,1972-10-29 00:00:00
"2298",1972,197223,"±ö·ç","MARIE",12,"---",59,0,0,0,1972-10-04 00:00:00,1972-10-16 00:00:00
"2300",1972,197222,"³Ò¨º","LORNA",4,"---",38,0,0,0,1972-09-30 00:00:00,1972-10-04 06:00:00
"2302",1972,197221,"³Í¦è","KATHY",8,"---",30,0,0,0,1972-09-30 00:00:00,1972-10-08 12:00:00
"2304",1972,197220,"¦ã¹F","IDA",11,"---",56,0,0,0,1972-09-16 00:00:00,1972-09-27 06:00:00
"2306",1972,197219,"®ü­Û","HELEN",9,"---",51,0,0,0,1972-09-12 00:00:00,1972-09-21 00:00:00
"2308",1972,197218,"¸¯·çµ·","GRACE",9,"---",25,0,0,0,1972-09-11 00:00:00,1972-09-20 00:00:00
"2310",1972,197217,"ªÜ³Ò¦è","FLOSSIE",9,"---",38,0,0,0,1972-09-09 00:00:00,1972-09-18 12:00:00
"2312",1972,197216,"¦ãº¸¦è","ELSIE",6,"---",38,0,0,0,1972-08-30 12:00:00,1972-09-05 00:00:00
"2314",1972,197215,"³£ÄRµ·","DORIS",7,"---",28,0,0,0,1972-08-24 12:00:00,1972-08-31 00:00:00
"2316",1972,197214,"±F©Ô","CORA",5,"---",33,0,0,0,1972-08-24 00:00:00,1972-08-29 18:00:00
"2318",1972,197213,"¨©¸¦","BETTY",11,"---",69,0,0,11,1972-08-08 00:00:00,1972-08-19 00:00:00
"2320",1972,197212,"¦ãÄRµ·","ALICE",12,"---",46,0,0,0,1972-07-31 00:00:00,1972-08-12 06:00:00
"2322",1972,197211,"·Å©g","WINNIE",4,"---",30,0,0,4,1972-07-30 00:00:00,1972-08-03 00:00:00
"2324",1972,197210,"½Ã¼Ú©Ô","VIOLA",5,"---",30,0,0,0,1972-07-23 00:00:00,1972-07-28 06:00:00
"2326",1972,197209,"¸¦µ·","TESS",18,"---",64,0,0,0,1972-07-07 00:00:00,1972-07-25 00:00:00
"2328",1972,197208,"Ä¬¬À","SUSAN",10,"---",33,0,0,7,1972-07-05 00:00:00,1972-07-15 00:00:00
"2330",1972,197207,"²ú®õ","RITA",22,"---",74,0,0,9,1972-07-06 00:00:00,1972-07-28 18:00:00
"2332",1972,197206,"¶O²úµ·","PHYLLIS",17,"---",61,0,0,0,1972-07-05 00:00:00,1972-07-22 12:00:00
"2334",1972,197205,"°þ©Ô","ORA",6,"---",41,0,0,0,1972-06-22 00:00:00,1972-06-28 00:00:00
"2336",1972,197204,"©g®R","NINA",7,"---",23,0,0,0,1972-05-31 00:00:00,1972-06-07 00:00:00
"2338",1972,197203,"º¿¬ü","MAMIE",7,"---",25,0,0,0,1972-06-01 00:00:00,1972-06-08 12:00:00
"2340",1972,197202,"Ã¹©Ô","LOLA",9,"---",54,0,0,0,1972-05-29 00:00:00,1972-06-07 18:00:00
"2342",1972,197201,"§J¸¦","KIT",10,"---",61,0,0,0,1972-01-05 00:00:00,1972-01-15 12:00:00
"2344",1971,197135,"¸Ê­}","JUDY",1,"---",23,0,0,0,1971-11-15 18:00:00,1971-11-16 06:00:00
"2346",1971,197134,"¥ìº¿","IRMA",7,"---",79,0,0,0,1971-11-08 00:00:00,1971-11-15 12:00:00
"2348",1971,197133,"®ü´µ¯S","HESTER",4,"---",46,0,0,0,1971-10-19 12:00:00,1971-10-23 18:00:00
"2350",1971,197132,"¸¯¼ÖÂ§","GLORIA",1,"---",23,0,0,0,1971-10-09 06:00:00,1971-10-10 18:00:00
"2352",1971,197131,"¶O¨Ì","FAYE",9,"---",33,0,0,0,1971-10-04 18:00:00,1971-10-13 06:00:00
"2354",1971,197130,"¦ãµY","ELAINE",6,"---",51,0,0,0,1971-10-03 06:00:00,1971-10-09 12:00:00
"2356",1971,197129,"ÂL©Ô","DELLA",3,"---",36,0,0,0,1971-09-27 00:00:00,1971-09-30 18:00:00
"2358",1971,197128,"¥dªù","CARMEN",2,"---",25,0,0,0,1971-09-24 06:00:00,1971-09-26 12:00:00
"2360",1971,197127,"¨©µ·","BESS",6,"---",72,0,0,10,1971-09-17 00:00:00,1971-09-23 06:00:00
"2362",1971,197126,"¦ã©gµ·","AGNES",4,"---",38,0,0,10,1971-09-15 06:00:00,1971-09-19 06:00:00
"2364",1971,197125,"­S­}","WENDY",8,"---",72,0,0,0,1971-09-04 18:00:00,1971-09-12 18:00:00
"2366",1971,197124,"¦òµ^¥§","VIRGINIA",5,"---",51,0,0,0,1971-09-02 00:00:00,1971-09-07 12:00:00
"2368",1971,197123,"±Zµ·","TRIX",10,"---",51,0,0,0,1971-08-20 06:00:00,1971-08-30 18:00:00
"2370",1971,197122,"³·²ú","SHIRLEY",5,"---",46,0,0,0,1971-08-12 12:00:00,1971-08-17 06:00:00
"2372",1971,197121,"Ã¹µ·","ROSE",7,"---",61,0,0,0,1971-08-10 00:00:00,1971-08-17 00:00:00
"2374",1971,197120,"¬Á²ú","POLLY",6,"---",20,0,0,0,1971-08-04 00:00:00,1971-08-10 00:00:00
"2376",1971,197119,"¼Ú²úªÜ","OLIVE",7,"---",43,0,0,0,1971-07-29 06:00:00,1971-08-05 18:00:00
"2378",1971,197118,"®R©w","NADINE",6,"---",77,0,0,11,1971-07-20 00:00:00,1971-07-26 12:00:00
"2380",1971,197117,"º¿ÄR","MARY",3,"---",41,0,0,0,1971-07-17 06:00:00,1971-07-20 18:00:00
"2382",1971,197116,"ÅS¦è","LUCY",6,"---",66,0,0,11,1971-07-16 06:00:00,1971-07-22 12:00:00
"2384",1971,197115,"¶}±ö","KIM",4,"---",25,0,0,0,1971-07-09 06:00:00,1971-07-13 12:00:00
"2386",1971,197114,"µ^®¦","JEAN",9,"---",43,0,0,0,1971-07-09 12:00:00,1971-07-18 00:00:00
"2388",1971,197113,"¦ã«Â","IVY",2,"---",30,0,0,0,1971-07-05 06:00:00,1971-07-07 18:00:00
"2390",1971,197112,"«¢²ú","HARRIET",5,"---",64,0,0,0,1971-07-02 06:00:00,1971-07-07 00:00:00
"2392",1971,197111,"¦N¹F","GILDA",4,"---",46,0,0,0,1971-06-24 12:00:00,1971-06-28 06:00:00
"2394",1971,197110,"ªÜ·ç¹F","FREDA",4,"---",38,0,0,0,1971-06-14 12:00:00,1971-06-18 00:00:00
"2396",1971,197109,"Åaº¿","EMMA",1,"---",18,0,0,0,1971-05-28 12:00:00,1971-05-29 12:00:00
"2398",1971,197108,"ÂL¯Ç","DINAH",5,"---",46,0,0,0,1971-05-25 06:00:00,1971-05-30 06:00:00
"2400",1971,197107,"¸Ñ©Ô","CARLA",3,"---",25,0,0,0,1971-05-19 06:00:00,1971-05-22 18:00:00
"2402",1971,197106,"Ä_¨Ø","BABE",4,"---",28,0,0,3,1971-05-03 00:00:00,1971-05-07 06:00:00
"2404",1971,197105,"·R¬ü","AMY",8,"---",77,0,0,0,1971-04-29 06:00:00,1971-05-07 12:00:00
"2406",1971,197104,"¸U¹F","WANDA",11,"---",38,0,0,0,1971-04-23 06:00:00,1971-05-04 00:00:00
"2408",1971,197103,"Á¨©Ô","VERA",10,"---",46,0,0,0,1971-04-08 06:00:00,1971-04-18 06:00:00
"2410",1971,197102,"ÁÉ¬¥º¿","THELMA",1,"---",23,0,0,0,1971-03-18 06:00:00,1971-03-19 12:00:00
"2412",1971,197101,"²ï©Ô","SARAH",2,"---",25,0,0,0,1971-01-09 06:00:00,1971-01-11 12:00:00
"2414",1970,197026,"¾|¤h","RUTH",0,"---",20,0,0,0,1970-11-27 06:00:00,1970-11-27 18:00:00
"2416",1970,197025,"¥Õ¦è","PATSY",8,"---",69,0,0,0,1970-11-14 06:00:00,1970-11-22 06:00:00
"2418",1970,197024,"¼Ú¬Ä","OPAL",3,"---",25,0,0,0,1970-11-14 00:00:00,1970-11-17 06:00:00
"2420",1970,197023,"®R©Ô","NORA",1,"---",25,0,0,0,1970-11-02 06:00:00,1970-11-03 12:00:00
"2422",1970,197022,"º¿ªÛ","MARGE",9,"---",28,0,0,0,1970-10-28 06:00:00,1970-11-06 12:00:00
"2424",1970,197021,"¾|¨Ìµ·","LOUISE",2,"---",30,0,0,0,1970-10-27 06:00:00,1970-10-29 06:00:00
"2426",1970,197020,"³Í¸¦","KATE",11,"---",66,0,0,0,1970-10-14 06:00:00,1970-10-25 12:00:00
"2428",1970,197019,"Ã£¦w","JOAN",8,"---",77,0,0,0,1970-10-10 00:00:00,1970-10-18 00:00:00
"2430",1970,197018,"¦ã·çµ·","IRIS",4,"---",51,0,0,0,1970-10-04 00:00:00,1970-10-08 00:00:00
"2432",1970,197017,"¶P´¶","HOPE",9,"---",77,0,0,0,1970-09-20 06:00:00,1970-09-29 06:00:00
"2434",1970,197016,"³ìµX¨È","GEORGIA",6,"---",72,0,0,0,1970-09-08 00:00:00,1970-09-14 06:00:00
"2436",1970,197015,"ªÜ¦w","FRAN",4,"---",28,0,0,6,1970-09-04 12:00:00,1970-09-08 00:00:00
"2438",1970,197014,"¦ã­Û","ELLEN",2,"---",23,0,0,0,1970-09-04 06:00:00,1970-09-06 00:00:00
"2441",1970,197012,"¸¯µÜ©Ô","CLARA",8,"---",43,0,0,0,1970-08-26 06:00:00,1970-09-03 06:00:00
"2443",1970,197011,"²¦²ú","BILLIE",8,"---",56,0,0,0,1970-08-23 06:00:00,1970-08-31 12:00:00
"2445",1970,197010,"¦ã©g¹F","ANITA",6,"---",69,0,0,0,1970-08-16 00:00:00,1970-08-22 06:00:00
"2447",1970,197009,"ÃQ¹F","WILDA",6,"---",54,0,0,5,1970-08-09 06:00:00,1970-08-15 18:00:00
"2449",1970,197008,"½ÃµÜ¯S","VIOLET",3,"---",20,0,0,0,1970-08-06 00:00:00,1970-08-09 06:00:00
"2451",1970,197007,"ÁÉ·çµ·","THERESE",1,"---",20,0,0,0,1970-08-03 00:00:00,1970-08-04 00:00:00
"2453",1970,197006,"µL¦WºÙ","µL¦WºÙ",1,"---",20,0,0,0,1970-08-03 00:00:00,1970-08-04 00:00:00
"2455",1970,197005,"²ï²ú","SALLY",2,"---",20,0,0,0,1970-07-20 06:00:00,1970-07-22 06:00:00
"2457",1970,197004,"¾|ºÑ","RUBY",4,"---",28,0,0,0,1970-07-12 00:00:00,1970-07-16 06:00:00
"2459",1970,197003,"ªi±K©Ô","PAMELA",1,"---",25,0,0,0,1970-06-29 06:00:00,1970-06-30 12:00:00
"2461",1970,197002,"¼Ú¥[","OLGA",7,"---",72,0,0,8,1970-06-29 00:00:00,1970-07-06 00:00:00
"2463",1970,197001,"«n¬I","NANCY",7,"---",61,0,0,0,1970-02-20 00:00:00,1970-02-27 12:00:00
"2465",1969,196919,"º¿ÄR","MARIE",2,"---",25,0,0,0,1969-12-19 12:00:00,1969-12-21 06:00:00
"2467",1969,196918,"³Ò®R","LORNA",4,"---",25,0,0,0,1969-11-24 12:00:00,1969-11-28 12:00:00
"2469",1969,196917,"³Í¦è","KATHY",6,"---",56,0,0,0,1969-11-03 06:00:00,1969-11-09 18:00:00
"2471",1969,196916,"¸Ê®¦","JUNE",9,"---",54,0,0,0,1969-10-28 06:00:00,1969-11-06 18:00:00
"2473",1969,196915,"¦ã¹F","IDA",7,"---",59,0,0,0,1969-10-16 00:00:00,1969-10-23 12:00:00
"2475",1969,196914,"®ü­Û","HELEN",5,"---",54,0,0,0,1969-10-08 06:00:00,1969-10-13 18:00:00
"2477",1969,196913,"¸¯·çµ·","GRACE",7,"---",48,0,0,0,1969-09-30 00:00:00,1969-10-07 18:00:00
"2479",1969,196912,"ªÜ³Ò¦è","FLOSSIE",10,"---",30,0,0,14,1969-09-30 00:00:00,1969-10-10 12:00:00
"2481",1969,196911,"¦ãº¸¦è","ELSIE",9,"---",77,0,0,9,1969-09-19 06:00:00,1969-09-28 12:00:00
"2483",1969,196910,"³£ÄRµ·","DORIS",3,"---",33,0,0,0,1969-08-31 06:00:00,1969-09-03 00:00:00
"2485",1969,196909,"±F©Ô","CORA",8,"---",43,0,0,5,1969-08-15 00:00:00,1969-08-23 06:00:00
"2487",1969,196908,"¨©¸¦","BETTY",4,"---",36,0,0,7,1969-08-05 06:00:00,1969-08-09 12:00:00
"2489",1969,196907,"¦ãÄRµ·","ALICE",2,"---",23,0,0,0,1969-08-02 06:00:00,1969-08-04 12:00:00
"2491",1969,196906,"·Å©g","WINNIE",1,"---",25,0,0,3,1969-07-30 00:00:00,1969-07-31 12:00:00
"2493",1969,196905,"½Ã¼Ú©Ô","VIOLA",7,"---",66,0,0,12,1969-07-22 00:00:00,1969-07-29 12:00:00
"2495",1969,196904,"¸¦µ·","TESS",3,"---",36,0,0,0,1969-07-08 12:00:00,1969-07-11 12:00:00
"2497",1969,196903,"Ä¬¬À","SUSAN",7,"---",54,0,0,0,1969-04-18 06:00:00,1969-04-25 06:00:00
"2499",1969,196902,"²ú®õ","RITA",3,"---",20,0,0,0,1969-03-07 06:00:00,1969-03-10 00:00:00
"2501",1969,196901,"¶O²úµ·","PHYLLIS",5,"---",43,0,0,0,1969-01-17 06:00:00,1969-01-22 18:00:00
"2503",1968,196827,"°þ©Ô","ORA",7,"---",61,0,0,0,1968-11-22 00:00:00,1968-11-29 18:00:00
"2505",1968,196826,"©g®R","NINA",10,"---",36,0,0,0,1968-11-18 12:00:00,1968-11-28 00:00:00
"2507",1968,196825,"º¿¬ü","MAMIE",12,"---",33,0,0,0,1968-11-12 06:00:00,1968-11-24 00:00:00
"2509",1968,196824,"Ã¹©Ô","LOLA",5,"---",54,0,0,0,1968-11-08 00:00:00,1968-11-13 06:00:00
"2511",1968,196823,"§J¸¦","KIT",6,"---",36,0,0,0,1968-10-30 12:00:00,1968-11-05 12:00:00
"2513",1968,196822,"¸Ê­}","JUDY",9,"---",61,0,0,0,1968-10-24 06:00:00,1968-11-02 06:00:00
"2515",1968,196821,"¥ìº¿","IRMA",5,"---",41,0,0,0,1968-10-20 12:00:00,1968-10-25 00:00:00
"2517",1968,196820,"®ü´µ¯S","HESTER",2,"---",28,0,0,0,1968-10-18 12:00:00,1968-10-20 06:00:00
"2519",1968,196819,"¸¯¼ÖÂ§","GLORIA",9,"---",46,0,0,0,1968-10-15 00:00:00,1968-10-24 00:00:00
"2521",1968,196818,"¶O¨Ì","FAYE",7,"---",74,0,0,0,1968-10-02 06:00:00,1968-10-09 18:00:00
"2523",1968,196817,"¦ãµY","ELAINE",7,"---",77,0,0,16,1968-09-24 06:00:00,1968-10-01 12:00:00
"2525",1968,196816,"ÂL©Ô","DELLA",9,"---",61,0,0,4,1968-09-16 12:00:00,1968-09-25 00:00:00
"2527",1968,196815,"¥dªù","CARMEN",8,"---",56,0,0,0,1968-09-16 06:00:00,1968-09-24 00:00:00
"2529",1968,196814,"¨©µ·","BESS",6,"---",33,0,0,0,1968-08-31 06:00:00,1968-09-06 00:00:00
"2531",1968,196813,"¦ã©gµ·","AGNES",13,"---",77,0,0,0,1968-08-28 06:00:00,1968-09-10 06:00:00
"2533",1968,196812,"­S­}","WENDY",12,"---",72,0,0,19,1968-08-28 06:00:00,1968-09-09 06:00:00
"2535",1968,196811,"¦òµ^¥§","VIRGINIA",2,"---",28,0,0,0,1968-08-25 06:00:00,1968-08-27 12:00:00
"2537",1968,196810,"±Zµ·","TRIX",6,"---",28,0,0,0,1968-08-23 06:00:00,1968-08-29 06:00:00
"2539",1968,196809,"³·²ú","SHIRLEY",4,"---",33,0,0,6,1968-08-17 00:00:00,1968-08-21 18:00:00
"2541",1968,196808,"¬Á²ú","POLLY",3,"---",30,0,0,4,1968-08-10 00:00:00,1968-08-13 12:00:00
"2543",1968,196807,"Ã¹µ·","ROSE",12,"---",28,0,0,4,1968-08-05 06:00:00,1968-08-17 00:00:00
"2545",1968,196806,"¼Ú²úªÜ","OLIVE",1,"---",23,0,0,0,1968-07-24 12:00:00,1968-07-25 18:00:00
"2547",1968,196805,"®R©w","NADINE",7,"---",30,0,0,3,1968-07-21 06:00:00,1968-07-28 18:00:00
"2549",1968,196804,"º¿ÄR","MARY",10,"---",66,0,0,0,1968-07-20 06:00:00,1968-07-30 12:00:00
"2551",1968,196803,"ÅS¦è","LUCY",4,"---",56,0,0,0,1968-06-28 00:00:00,1968-07-02 06:00:00
"2553",1968,196802,"¶}±ö","KIM",5,"---",51,0,0,0,1968-05-31 00:00:00,1968-06-05 12:00:00
"2555",1968,196801,"µ^®¦","JEAN",9,"---",56,0,0,0,1968-04-06 06:00:00,1968-04-15 12:00:00
"2557",1967,196735,"¦ã«Â","IVY",3,"---",30,0,0,0,1967-12-17 06:00:00,1967-12-20 06:00:00
"2559",1967,196734,"«¢²ú","HARRIET",7,"---",56,0,0,0,1967-11-17 00:00:00,1967-11-24 00:00:00
"2561",1967,196733,"¦N¹F","GILDA",10,"---",66,0,0,12,1967-11-08 06:00:00,1967-11-18 18:00:00
"2563",1967,196732,"ªÜ·ç¹F","FREDA",3,"---",43,0,0,0,1967-11-07 06:00:00,1967-11-10 18:00:00
"2565",1967,196731,"Åaº¿","EMMA",8,"---",72,0,0,0,1967-10-31 00:00:00,1967-11-08 00:00:00
"2567",1967,196730,"ÂL¯Ç","DINAH",13,"---",51,0,0,7,1967-10-17 06:00:00,1967-10-30 00:00:00
"2569",1967,196729,"¸Ñ©Ô","CARLA",8,"---",82,0,0,11,1967-10-12 06:00:00,1967-10-20 00:00:00
"2571",1967,196728,"Ä_¨Ø","BABE",2,"---",30,0,0,0,1967-10-08 00:00:00,1967-10-10 00:00:00
"2573",1967,196727,"·R¬ü","AMY",9,"---",41,0,0,0,1967-09-28 06:00:00,1967-10-07 00:00:00
"2575",1967,196726,"¸U¹F","WANDA",8,"---",48,0,0,0,1967-09-18 06:00:00,1967-09-26 12:00:00
"2577",1967,196725,"Á¨©Ô","VERA",2,"---",23,0,0,0,1967-09-13 12:00:00,1967-09-15 12:00:00
"2579",1967,196724,"ÁÉ¬¥º¿","THELMA",2,"---",25,0,0,0,1967-09-10 00:00:00,1967-09-12 12:00:00
"2581",1967,196723,"²ï©Ô","SARAH",9,"---",64,0,0,0,1967-09-14 12:00:00,1967-09-23 00:00:00
"2583",1967,196722,"¾|¤h","RUTH",8,"---",56,0,0,0,1967-09-06 06:00:00,1967-09-14 12:00:00
"2585",1967,196721,"¥Õ¦è","PATSY",1,"---",25,0,0,0,1967-09-04 12:00:00,1967-09-05 18:00:00
"2587",1967,196720,"¼Ú¬Ä","OPAL",16,"---",79,0,0,0,1967-08-30 06:00:00,1967-09-15 06:00:00
"2589",1967,196719,"®R©Ô","NORA",3,"---",36,0,0,11,1967-08-27 06:00:00,1967-08-30 12:00:00
"2591",1967,196718,"º¿ªÛ","MARGE",5,"---",64,0,0,11,1967-08-24 06:00:00,1967-08-29 00:00:00
"2593",1967,196717,"¾|¨Ìµ·","LOUISE",7,"---",28,0,0,0,1967-08-16 12:00:00,1967-08-23 00:00:00
"2595",1967,196716,"³Í¸¦","KATE",3,"---",36,0,0,0,1967-08-19 06:00:00,1967-08-22 06:00:00
"2597",1967,196715,"Ã£¦w","JOAN",4,"---",28,0,0,0,1967-08-18 00:00:00,1967-08-22 12:00:00
"2599",1967,196714,"¦ã·çµ·","IRIS",1,"---",20,0,0,0,1967-08-15 00:00:00,1967-08-16 12:00:00
"2601",1967,196713,"¶P´¶","HOPE",5,"---",30,0,0,0,1967-08-04 00:00:00,1967-08-09 12:00:00
"2603",1967,196712,"³ìµX¨È","GEORGIA",10,"---",30,0,0,0,1967-07-29 12:00:00,1967-08-08 00:00:00
"2605",1967,196711,"ªÜ¦w","FRAN",4,"---",30,0,0,0,1967-07-29 12:00:00,1967-08-02 12:00:00
"2607",1967,196710,"¦ã­Û","ELLEN",6,"---",41,0,0,0,1967-07-28 00:00:00,1967-08-03 12:00:00
"2609",1967,196709,"À¹¯S","DOT",7,"---",30,0,0,0,1967-07-21 00:00:00,1967-07-28 12:00:00
"2611",1967,196708,"¸¯µÜ©Ô","CLARA",6,"---",51,0,0,11,1967-07-06 00:00:00,1967-07-12 06:00:00
"2613",1967,196707,"²¦²ú","BILLIE",6,"---",38,0,0,6,1967-07-02 00:00:00,1967-07-08 00:00:00
"2615",1967,196706,"¦ã©g¹F","ANITA",5,"---",41,0,0,9,1967-06-26 06:00:00,1967-07-01 00:00:00
"2617",1967,196705,"ÃQ¹F","WILDA",1,"---",20,0,0,0,1967-05-10 00:00:00,1967-05-11 18:00:00
"2619",1967,196704,"½ÃµÜ¯S","VIOLET",10,"---",61,0,0,12,1967-04-01 00:00:00,1967-04-11 00:00:00
"2621",1967,196703,"ÁÉ·çµ·","THERESE",8,"---",30,0,0,0,1967-03-16 06:00:00,1967-03-24 12:00:00
"2623",1967,196702,"²ï²ú","SALLY",3,"---",43,0,0,0,1967-03-01 06:00:00,1967-03-04 00:00:00
"2625",1967,196701,"¾|ºÑ","RUBY",3,"---",20,0,0,0,1967-02-04 00:00:00,1967-02-07 00:00:00
"2627",1966,196630,"ªi±K©Ô","PAMELA",5,"---",46,0,0,0,1966-12-25 12:00:00,1966-12-30 18:00:00
"2629",1966,196629,"¼Ú¥[","OLGA",3,"---",23,0,0,0,1966-11-22 06:00:00,1966-11-25 06:00:00
"2631",1966,196628,"«n¬I","NANCY",8,"---",30,0,0,0,1966-11-18 06:00:00,1966-11-26 00:00:00
"2633",1966,196627,"±ö·ç","MARIE",7,"---",51,0,0,0,1966-10-29 18:00:00,1966-11-05 00:00:00
"2635",1966,196626,"³Ò®R","LORNA",6,"---",30,0,0,0,1966-10-27 06:00:00,1966-11-02 12:00:00
"2637",1966,196625,"³Í¦è","KATHY",14,"---",51,0,0,0,1966-10-08 06:00:00,1966-10-22 12:00:00
"2639",1966,196624,"¸Ê®¦","JUNE",8,"---",48,0,0,0,1966-09-22 06:00:00,1966-09-30 18:00:00
"2641",1966,196623,"¦ã¹F","IDA",4,"---",51,0,0,0,1966-09-22 00:00:00,1966-09-26 00:00:00
